"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Hammer Curl (Cable)";"4";"27.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bicep Curl (Barbell)";"Note";"";"";"";"";"";"Deux premieres contre le mur+ reverse + normal en dégressive to isometric ";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bicep Curl (Barbell)";"1";"20.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bicep Curl (Barbell)";"2";"15.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bicep Curl (Barbell)";"3";"15.0";"20";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bicep Curl (Barbell)";"D";"20.0";"11";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bicep Curl (Barbell)";"D";"15.0";"15";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Bench Press (Barbell)";"W";"20.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Bench Press (Barbell)";"2";"80.0";"8";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Bench Press (Barbell)";"3";"90.0";"5";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Bench Press (Barbell)";"4";"90.0";"5";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Bench Press (Barbell)";"5";"90.0";"4";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Bench Press (Barbell)";"6";"90.0";"5";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Seated Overhead Press (Dumbbell)";"1";"22.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Seated Overhead Press (Dumbbell)";"2";"22.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Seated Overhead Press (Dumbbell)";"3";"24.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Seated Overhead Press (Dumbbell)";"4";"24.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Chest Dip";"1";"0.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Chest Dip";"2";"10.0";"10";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Chest Dip";"3";"10.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Chest Dip";"4";"20.0";"8";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Skullcrusher (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Skullcrusher (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Skullcrusher (Dumbbell)";"3";"10.0";"7";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Skullcrusher (Dumbbell)";"4";"10.0";"7";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Lateral Raise (Dumbbell)";"1";"6.0";"20";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Lateral Raise (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Lateral Raise (Dumbbell)";"3";"10.0";"10";"";"";"";"";""
"11";"2023-03-30 13:15:41";"Chest and Triceps";"6146";"Lateral Raise (Dumbbell)";"4";"10.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bent Over Row (Barbell)";"Note";"";"";"";"";"";"Une série en supi + propre les 80";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bent Over Row (Barbell)";"W";"20.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bent Over Row (Barbell)";"1";"60.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bent Over Row (Barbell)";"2";"60.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bent Over Row (Barbell)";"3";"70.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bent Over Row (Barbell)";"4";"80.0";"8";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bent Over Row (Barbell)";"5";"70.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Pull Up";"Note";"";"";"";"";"";"Body + 2xstreet";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Pull Up";"1";"0.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Pull Up";"2";"10.0";"8";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Pull Up";"3";"0.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Seated Row (Machine)";"1";"45.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Seated Row (Machine)";"2";"45.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Seated Row (Machine)";"3";"52.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Seated Row (Machine)";"4";"59.0";"11";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Pull Up";"Note";"";"";"";"";"";"Street X2 + neutre";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Pull Up";"1";"0.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Pull Up";"2";"20.0";"4";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Pull Up";"3";"0.0";"9";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Hammer Curl (Cable)";"1";"32.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Hammer Curl (Cable)";"2";"36.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Hammer Curl (Cable)";"3";"32.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bicep Curl (Barbell)";"Note";"";"";"";"";"";"reverse + normal en dégressive to isometric ";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bicep Curl (Barbell)";"1";"20.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bicep Curl (Barbell)";"2";"20.0";"12";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bicep Curl (Barbell)";"3";"20.0";"20";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bicep Curl (Barbell)";"D";"25.0";"11";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bicep Curl (Barbell)";"D";"20.0";"15";"";"";"";"";""
"12";"2023-03-31 13:16:55";"Entraînement du matin";"7106";"Bicep Curl (Barbell)";"D";"15.0";"15";"";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Squat (Barbell)";"1";"20.0";"12";"6.5";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Squat (Barbell)";"2";"60.0";"12";"7.0";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Squat (Barbell)";"3";"60.0";"12";"8.5";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Squat (Barbell)";"4";"70.0";"6";"9.5";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Squat (Barbell)";"5";"60.0";"10";"";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Squat (Barbell)";"D";"70.0";"12";"";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Squat (Barbell)";"D";"60.0";"10";"";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Squat (Barbell)";"D";"40.0";"12";"";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Seated Leg Curl (Machine)";"Note";"";"";"";"";"";"59 c'est devenu trop facile ";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Seated Leg Curl (Machine)";"1";"59.0";"12";"6.5";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Seated Leg Curl (Machine)";"2";"66.0";"12";"7.0";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Seated Leg Curl (Machine)";"3";"66.0";"10";"9.5";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Seated Leg Curl (Machine)";"D";"73.0";"8";"10.0";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Seated Leg Curl (Machine)";"D";"73.0";"3";"10.0";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Leg Extension (Machine)";"1";"59.0";"12";"7.5";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Leg Extension (Machine)";"2";"66.0";"12";"8.0";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Leg Extension (Machine)";"3";"52.0";"12";"9.5";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Leg Extension (Machine)";"4";"66.0";"12";"9.5";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Leg Extension (Machine)";"D";"73.0";"12";"";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Leg Extension (Machine)";"D";"52.0";"8";"";"";"";"";""
"13";"2023-04-01 13:41:27";"Leg";"6587";"Leg Extension (Machine)";"D";"25.0";"15";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Bench Press (Barbell)";"W";"20.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Bench Press (Barbell)";"2";"80.0";"6";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Bench Press (Barbell)";"3";"90.0";"4";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Bench Press (Barbell)";"4";"90.0";"4";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Bench Press (Barbell)";"5";"90.0";"4";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Seated Overhead Press (Dumbbell)";"1";"22.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Seated Overhead Press (Dumbbell)";"2";"22.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Seated Overhead Press (Dumbbell)";"3";"24.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Seated Overhead Press (Dumbbell)";"4";"24.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Skullcrusher (Dumbbell)";"1";"10.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Skullcrusher (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Skullcrusher (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Skullcrusher (Dumbbell)";"4";"10.0";"11";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Lateral Raise (Dumbbell)";"1";"10.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Lateral Raise (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Lateral Raise (Dumbbell)";"3";"10.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Lateral Raise (Dumbbell)";"4";"10.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Chest Fly";"1";"75.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Chest Fly";"2";"55.0";"12";"";"";"";"";""
"14";"2023-04-03 12:56:36";"Chest and Triceps";"3834";"Chest Fly";"D";"60.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bent Over Row (Barbell)";"1";"20.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bent Over Row (Barbell)";"2";"60.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bent Over Row (Barbell)";"3";"70.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bent Over Row (Barbell)";"4";"70.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bent Over Row (Barbell)";"5";"60.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bent Over Row (Barbell)";"D";"80.0";"8";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bent Over Row (Barbell)";"D";"60.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bent Over Row (Barbell)";"D";"40.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"Note";"";"";"";"";"";"Body-strictx3+supix2+neutresx2+supi";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"1";"0.0";"9";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"2";"0.0";"9";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"3";"10.0";"8";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"4";"10.0";"6";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"5";"10.0";"7";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"6";"10.0";"8";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"7";"0.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"8";"0.0";"11";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Pull Up";"9";"20.0";"4";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Hammer Curl (Dumbbell)";"1";"12.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Hammer Curl (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Hammer Curl (Dumbbell)";"3";"12.0";"8";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bicep Curl (Barbell)";"1";"25.0";"9";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bicep Curl (Barbell)";"2";"25.0";"12";"";"";"";"";""
"15";"2023-04-04 16:49:05";"Entraînement du matin";"7178";"Bicep Curl (Barbell)";"3";"20.0";"8";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Bench Press (Barbell)";"W";"20.0";"12";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Bench Press (Barbell)";"2";"80.0";"8";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Bench Press (Barbell)";"3";"90.0";"6";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Bench Press (Barbell)";"4";"100.0";"4";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Bench Press (Barbell)";"5";"110.0";"1";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Chest Dip";"Note";"";"";"";"";"";"Controlés+explosifs";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Chest Dip";"1";"0.0";"10";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Chest Dip";"2";"0.0";"12";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Chest Dip";"3";"0.0";"10";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Chest Dip";"4";"10.0";"12";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Chest Fly";"1";"75.0";"12";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Chest Fly";"2";"55.0";"12";"";"";"";"";""
"16";"2023-04-06 12:49:52";"Chest and Triceps";"6300";"Chest Fly";"D";"60.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Bench Press (Barbell)";"W";"20.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Bench Press (Barbell)";"2";"75.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Bench Press (Barbell)";"3";"80.0";"9";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Bench Press (Barbell)";"4";"90.0";"5";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Bench Press (Barbell)";"D";"80.0";"8";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Bench Press (Barbell)";"D";"80.0";"3";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Bench Press (Barbell)";"D";"80.0";"1";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Seated Overhead Press (Dumbbell)";"1";"24.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Seated Overhead Press (Dumbbell)";"2";"24.0";"10";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Seated Overhead Press (Dumbbell)";"3";"24.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Seated Overhead Press (Dumbbell)";"4";"24.0";"10";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Chest Dip";"1";"0.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Chest Dip";"2";"10.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Chest Dip";"3";"20.0";"8";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Skullcrusher (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Skullcrusher (Dumbbell)";"2";"8.0";"11";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Skullcrusher (Dumbbell)";"3";"8.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Skullcrusher (Dumbbell)";"4";"8.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Lateral Raise (Dumbbell)";"3";"8.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Lateral Raise (Dumbbell)";"4";"8.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Chest Fly";"1";"72.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Chest Fly";"2";"64.0";"12";"";"";"";"";""
"17";"2023-04-12 12:58:13";"Chest and Triceps";"6405";"Chest Fly";"D";"70.0";"10";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Bent Over Row (Barbell)";"1";"20.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Bent Over Row (Barbell)";"2";"60.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Bent Over Row (Barbell)";"3";"70.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Bent Over Row (Barbell)";"4";"70.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Bent Over Row (Barbell)";"5";"70.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Bent Over Row (Barbell)";"6";"80.0";"8";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Pull Up";"Note";"";"";"";"";"";"Première série body ratée (2xbody 2xstreet)";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Pull Up";"1";"0.0";"8";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Pull Up";"2";"0.0";"10";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Pull Up";"3";"10.0";"6";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Pull Up";"4";"10.0";"6";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Seated Row (Machine)";"Note";"";"";"";"";"";"52 facile stop les 52";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Seated Row (Machine)";"1";"52.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Seated Row (Machine)";"2";"59.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Seated Row (Machine)";"3";"66.0";"15";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Pull Up";"1";"10.0";"8";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Pull Up";"2";"10.0";"6";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Hammer Curl (Cable)";"1";"36.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Hammer Curl (Cable)";"2";"32.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Hammer Curl (Cable)";"3";"32.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Bicep Curl (Barbell)";"1";"20.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Bicep Curl (Barbell)";"2";"20.0";"12";"";"";"";"";""
"18";"2023-04-13 12:58:32";"Entraînement du matin";"6218";"Bicep Curl (Barbell)";"3";"15.0";"15";"";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Squat (Barbell)";"1";"20.0";"12";"6.5";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Squat (Barbell)";"2";"60.0";"12";"7.0";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Squat (Barbell)";"3";"60.0";"12";"8.5";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Squat (Barbell)";"4";"60.0";"12";"9.5";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Squat (Barbell)";"5";"80.0";"7";"";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Seated Leg Curl (Machine)";"Note";"";"";"";"";"";"59 c'est devenu trop facile ";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Seated Leg Curl (Machine)";"1";"59.0";"12";"6.5";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Seated Leg Curl (Machine)";"2";"66.0";"12";"7.0";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Seated Leg Curl (Machine)";"3";"66.0";"10";"9.5";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Seated Leg Curl (Machine)";"4";"73.0";"6";"10.0";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Leg Extension (Machine)";"1";"59.0";"12";"7.5";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Leg Extension (Machine)";"2";"66.0";"12";"8.0";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Leg Extension (Machine)";"3";"66.0";"12";"9.5";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Leg Extension (Machine)";"4";"73.0";"15";"9.5";"";"";"";""
"19";"2023-04-14 11:08:47";"Leg";"1428";"Leg Extension (Machine)";"D";"79.0";"12";"9.5";"";"";"";""
"20";"2023-04-15 13:35:48";"Chest and Triceps";"7104";"Bench Press (Barbell)";"W";"20.0";"12";"";"";"";"";""
"20";"2023-04-15 13:35:48";"Chest and Triceps";"7104";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
